addr,av
0x192bb1fdb08a197e1cdebcfc52deee92e5e33e1d,8812719.27867
0xa0479b2c614cbd03ceab36ae5a6d0822035e553c,8726035.540257
0x55f519cf9e15f52f0f64988b68d1c1c7fb1c8983,8720154.678533
0xdc7f5a39360ebd785072380e407d288f8f90f0b5,8714132.606009
0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,8662699.069914
0xc016471bcffdb5a7110b5c26b15ac465614eca3d,8662094.026076
0x37f43979cdaf46e34c0d72e618b7badf6e443869,8604469.107833
0x61ceef212ff4a86933c69fb6aca2fe35d8f2a62b,8565427.469232
0x6859da14835424957a1e6b397d8026b1d9ff7e1e,8511765.54976
0x8bfbb36bf3ccf465b6e042eb8a7e0dd245405f8b,8506803.610369
0xb4caaff781251594911cc76aec61cef46ba00894,8499411.033235
0x7e4e766d0ae5ea9cded0c694669194db92800107,8496244.806231
0x60af9fb01b2ab24b297f11755c375d24d5717741,8447353.913592
0x55b80f17dba49f3803d16136e82d2adc5cdd2a10,8445075.01195
0xd2b2a8ab7a8c903501f4db4ee45c67522a4511ed,8441834.145573
0x789ee6f35d4aa7a428923df29fd4a6d502758c1d,8431626.349206
0x01d734e9e7847248864c2c7bbab16c4d5e04a990,8423009.251680002
0x8fec806c9e94ff7ab2af3d7e4875c2381413f98e,8412239.271649
0xe3b2fdb17031625223e851b904e4dbcaa2fdbf43,8404721.597698
0xf29c6bc1147a841519b382459a6d7a373c6b9971,8391308.838993
0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab,8372128.792996
0xeee0d806e4f0a427277433d6b580619918770b53,8362747.300774
0x9321d8117e73b0c79035f0e87debcfd8dbb1d75a,8347715.401243
0x94888b77e70ba631fa9cff87ba9fb07940dd19f6,8343855.345949
0x071d9fe61ce306aef04b7889780f889f444d7bf7,8336853.407949001
0xf83ff544ed6f00fe7a74782aee3fd9ea54d96728,8328722.24537
0xa5272b72df05af1322b9a68520f8c763aa0ef43d,8317601.353078
0xac04753928961a06af540078410802cc443f5176,8310109.700586
0x15b325660a1c4a9582a7d834c31119c0cb9e3a42,8309511.519114
0x5e914f78c2711b47a9e62e342465aef2fa3b6515,8304463.623417
0x4dbf72026b794951721d2362c8c85033f30664f1,8244837.531497
0x6ba889db7f923622d3548f621ecc2054b80c1817,8236912.147594001
0x367e2f93a20e0c04d6e149ed91e1c989c97f13f3,8227717.937963
0x1f14fc8ca0dd14e8e588b9a557df0102d5870f5a,8223785.407847
0xbe19541903f64af97bcf8436f4d15bf3a56b8bd1,8206218.764139
0x9546b9d4103be41ce13483a8f299d0df0eeb181c,8203105.458803
0xec4440be313937c806daa185c9db199f6f700de3,8187211.28491
0xce9fdb05002431a12ea45e2db84b43bdfd6b253b,8185579.23749
0x4c6452f18d5967f1f7e9884bc5cdfc60452e015a,8173361.210239
0x16bf84af3f85f8c8a97597bf2be549dfe0dee637,8166707.368924
0x1f10f36f129cbd5f92eaee5910a2fceb8d167d91,8143844.970662
0xaefcc9cacbe0e41978bef1818358f471848de9cb,8137008.61135
0xf8e75cefe9e6b81687b72434efbccf68a85d6588,8115499.61255
0x217c07737a792863ca438d415c82b172ea0f953c,8101249.356127
0x77746ff04a7014752ab12d81d531aa5e50775343,8086761.009428
0x05bc24d10cbbae0677f284e6f280ebd27a0ed761,8081800.987394
0x9f4ae9aad351b90051d45b36a2ca8b988c32ea06,8066510.978665
0x66799bc69d7a7daaf50b6aa03cd5c6a2df1a9454,8054077.172406
0xfc7eca54f07f5fcf94661b10a2fed2851f3c7abf,8042272.913559
0xa30fcb555167f2d4cea5365991aa60f0b55fd777,8042021.304398
0xd2a238110d411970efdc9cccfb4110a6fe24206e,8036714.088275
0xf06d067829591d55b0dd4cfe80f58dbc4e161340,8020620.061865
0xa08a80ff9d58af54a78533292c1849db5a2e21e7,7998812.138046
0xe0736ae0872d83360f20842aed7195b2e1f4ba86,7995049.651013
0x68349f6e14d75666b816bc4d930b53ccc9f02e4b,7988877.482093
0x3a1fc78c760221b678f1cd71da1f7f3cc43a48c9,7981957.142465
0x819dbcea94f89d68e6a756ca45613815577fcc01,7947254.343639
0x03795e96b610b2764506db8c8d0f967e21307dfc,7946515.368874
0xc298efc4785f2f282838924103509156c9578a9c,7926995.516513
0x98265c164a55b7b348bc3c4ab0bf109e047fed8a,7924200.086094
0xb5547661a25d105c6ceb1fca6f72da7ec71b17c4,7918341.760708
0x0048d42f232164a85a41f15ccf26cf859e58b108,7911181.959141
0xaac84e8df34f86edeafe037826c0d4a833237013,7893279.992802
0x666073af75b8d2e6e9efea414db566494e61aafe,7892781.397851
0x585f4fbe2d2a889c286fa71fb81d01f30773f4b1,7887031.323724
0x02bd3c049503636bd690755d4ec67b027787950a,7881228.85056
0x53d140ac8f6b9e44af336d5e26d7354fc53f7b09,7865516.277765
0xc9e531e0469d10435c90ded6994b710df7286416,7847057.691713
0x0ad0878cc9d8ce470886bc4a47c2ba5186980eec,7842805.163266
0x323b85a9e2032b84d32bc7c4ac1b8e332347b347,7836509.959853
0x53517267db72fca16edf4260eadb71d229c78f8d,7818435.456634
0x7249f79f2e159df0d90b2f7a7f268b997f109cde,7773460.216896
0x25882e0ad0a1a88f849d5622a759fb5ebe17f726,7771014.457464
0xe7e3cdba6cc8a60c31c09279e69a0bec6e392901,7764502.882893
0x2535a534141a78ac0a83f00b9e452a47a4ba7a15,7757947.461089
0xfc692a90cb4e98eb4761d84a6ecc6cd8c577acf3,7755769.51967
0x09d63d136a0a98960cee7835d2f794a89ea71697,7753616.216897
0xec4a6f59960fb55a7fa49262e2628687b322cf62,7750724.399396
0x8cc94dc843e1ea7a19805e0cca43001123512b6a,7738377.518404
0xd93268629ed9ac832fbb48a6c34daed81e99c0f9,7737733.618075
0xaa3d56e9695f75eecd6e3e78546154b727147b8a,7721690.0
0x992ec71207c9e183e64c81461908f1a1a783af6a,7704281.649139
0x362ad6209a5e904a5569f69884375809c5781d9f,7679216.282516
0x2ca69ddf1b3a838c1d37c4a55a4ab3ce4247e315,7670868.22112
0x8634d4414975577d7c849b9f79b71c8e3450bd65,7668661.484846
0x47a127f496d001f187ac65fc24852274dc51d080,7653458.527498
0xd2d818dfd6ff0f87cc7f3a516a396c1be20deba2,7525739.708507
0xb88e7a337988cdc12e43c187b446f4e5f34ca07a,7525343.85763
0xd9998706c0ddc0e59b8def4863d8f3369bf6aa4b,7520124.62848
0xbc1bc64be47052fbab69d12fe5da1c3327788d1b,7493720.413666
0xeb3648865b1471996e5f65ae845f9eb9226b9a02,7458751.995403
0xbd1c84113c6deb5044be0c2221f9e9403811ff0e,7399061.543204
0xec7f9f5b31b8f5da6ac6c0973bbd496e16f9df39,7393459.546826
0x31c2fe69f2d2d47f9717e6eba589f427066db9e4,7387147.60033
0x11df0f9c97ede0160ed3a8b70304d6be1aeb496c,7361503.08926
0x344fef6f7bbc591363a734ffc1282bf4236caf5d,7326853.695415
0x35d247d1d0e95972a545ed23ab191e6249b9b7af,7319984.451457
0xd4c1f7e8d876c4749228d515473d36f919583d1d,7304942.090615
0xf182e4bc5f038ded53e0d72b781b1bf37ce36c91,7302874.142369
0xd1dd6d99c5fb5d31ff52eacce5046c7158859e85,7295263.038455
0x5f912dbde4530bc43f8322196db54592e3dd65aa,7279760.76189
0x92b75a5bfb7be7911747276ad335b8f5da3ce0f4,7277072.191406
0xe09726ff25f5001f37b15049f54116cb83d7d0fe,7251494.149351
0xe86b057f5eb764c9738d6b0d38170befd0723664,7238277.26373
0x985f02b19dbc062e565c981aac5614baf2cf501f,7234905.727286
0x920fa68300c8aa95c4563e0daf79a0b0e51f0cfe,7221980.699085
0xaf2896f9de201cf15d0bef9a8e643627ad2253b2,7221060.874803
0x2be027a9ddbba3f1ccd4e90525eb244862fde81e,7207374.498613
0x57febe9bf4cc255b4ac72c6fdb52a19a059a9ef0,7205615.317325
0xbcd420d13362532756c968f663f96ba95e240dd2,7201292.456797
0x5bc53742be55693f003d8cbd48fd2f96af096531,7200222.30358
0xc4d4fc1b01c94be075a51a515f991fa7b949fec4,7198860.905162
0xf17de447fdfa1778db06111e3cbdc878332adab2,7188843.468339999
0xf1e79e5cf063073deec9a0d86c178f7cde84d479,7175453.096340999
0x6b0a43a6370598102c7fd5fad057caf06f351c6a,7150865.470265
0x2d99fe0f36c1aebd28a1a2c0e82e8ca13c2ea351,7109078.728692
0xcefe50fed236e73fcefb26a2b2691e1654be6265,7107983.363415
0x325edd95bb016c36027ce3b9f7595af7094a9564,7099757.288388
0xe5ac6d42ac6e553a3541b09d322f864f6d7abbe3,7092425.937042001
0xd218c97bf16662db7014b34bcd02c10b8792457b,7078547.215722
0x45ab58a2034f03aa446baf3bb1d236706f866cbc,7067931.98951
0x6558704aad14c16072ac828f721b9914b83dc7f9,7055283.078577
0x99967871e6c4f9a5185abc57edede9e9540191f6,7053287.995219
0xb5b3f3caf9d778b1293e5cd29f32e84b04c67a08,7050648.257075
0xbbcb0c0aef0b28125af2f719f81d6a5b76f56f30,7022963.350704
0x183ba858c94e4a9aea7ad079d6d9369bea65af19,7003800.0
0x52ca1ea0a2fa3b93367d73e8e67395535225efc3,7003676.770787
0xa9ff08af55b24bb5d064d776a078e8a292b8dfe2,6987900.5709069995
0xb80839c7e34be648cd88ddc80288325ae971e0b0,6982274.268633
0x0871deb34bfd2052b1c10dc4f6c0912a2a47e927,6977731.648525
0x0b8914c16b46a07736b3a761993228320256fc25,6977287.588485
0xad30b95bf8d25be75522b6e621639dec12c24411,6971468.101661
0xad0135af20fa82e106607257143d0060a7eb5cbf,6935816.554827
0xdfb0be32c83a32ee705e94fae9c3041bfefaf239,6920641.807027
0x015354106478dda69c4aae3c0cf801290b738052,6908829.397848
0x00b2480fc17195a56769e9dce0fb3288207b3d18,6908109.394652
0x0e41eb80e9a39ae7b887a94f6a88f6c791e26359,6900975.683134
0x9a96539a97671c083d4cf924a35c7ea878805176,6881321.361371
0x6d64413f8276aebfb78434e76aad082b8eaaf613,6865128.75394
0x523852be2db1a76a0e088ecbff32e849544054e5,6857531.666526
0x47391f9770155f02d8a81106505c753e3f3d25e2,6849360.00328
0x118030edbbfde018d7ce43c62138fc271f5202d3,6847200.857784
0x85772ef06ddb2113644c3958c9b5e03bea743429,6836451.679837
0x41668dddb717d2f58909ecc4dc37f995a4eee428,6829339.196752
0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,6810330.396356001
0x83e4f246962da4f8d4fb4fe24eb28b8bf4826cb9,6809739.672095
0xe0ffc829349c88c159462942ad885f12130e7610,6807778.713806
0xacb66d1996501bcc82a0e7819c9e041599f5efbd,6807496.113851
0x0afb823319994e2add29e6b39c43127e38028930,6806081.335943
0x8f8d2d2565bfb10608a7ce64b48e2aea7875a344,6802359.121212
0xd52829854a7e77cf73a68155d9daf705587e5cb7,6782988.864155
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,6777106.642387
0xabc9eda0988d43f9c5ca1f380e6fb2bccc5a01d2,6736923.251456
0x97a41034c0bd54707ca0ee514d9f354f447d0a77,6736032.585857
0xb07856ebcb6b37967eaf7c4b4e64dcce28c6de15,6709757.853533
0x0998dca9d8896c8f3e36ad594db31b3f75ca0e0e,6705151.281668
0x9475e4bfdfadb5cf4ce7cf805044c0db5a8a6f8e,6699758.444181
0xbef6920628acd0f92d6ae204bebd55aa8f7704d2,6698361.130513
0xf646ba6fdd0051e839af2855bd58aaba7329065c,6696146.330627
0x5ef6ea57cda055f003adb7091af28ba7aedce89a,6694852.141315
0x7eacdc425e99eaf52ce75ce9b5fc03dce7e2f901,6680875.017466
0xf4a3c6c39424208803feff01d7f3c809cb88fd1c,6671927.576034
0x84abc08c0ea62e687c370154de1f38ea462f4d37,6661272.305479
0xfbd537e19860a8585debc110699d9f78a123bd3d,6657511.320497
0x69154c9fde93fe2908f13c52cd5be261c517c357,6650872.658086
0x0ee0a8da64176cda18e8236b1a814571c3c6d028,6632424.562156
0xa96676cfbff7f03bdd00a80e23fa136d8cc4b487,6625761.583636
0x4ad2f2d6d22fe386e61f44bbf3ff6bad152e87f4,6595196.243692
0x3be06c6f2d356ed689f34fafb1e79c083eed5945,6587078.423696
0x9cd0a696c7cbb9d44de99268194cb08e5684e5fe,6578533.682645
0xb1ec7febea4f841d525785955b7fe0e812d6e86a,6576618.704229
0x7d4f2748fdc93bd170d369a212f9d42f4d40db3f,6575582.64088
0xfb00c13f617c5981abb803591267c2241d6c1e9d,6565451.131067
0xe77986bd7f5a2e1fa3e7c9fed0cc300febbe5e62,6546439.268217
0x2cbebb5b663074cabceadbe7004c6886abc2c265,6535722.618228
0x49cd250e06615d3dd87de47be71e77744bb89cf2,6518715.902506
0xc13af677baa043662469c1c9b89c630b2148b806,6513813.737
0x029bf0485e2d10bece043bd6b27caf486ee4acc3,6512793.240875
0xda744273f80b22412417f7cfe0503f3d721f987d,6508545.120989
0xb4473cfeedc9a0e94612c6ce883677b63f830db8,6505364.154198
0xd70b5cf731e40c087634521ad8c2c58e58a15962,6503671.356521
0xef317e433b0836f294866d43f67d6871b609b351,6466025.2218
0x4be688f2f0c472fa33accf5576e81c68a99bf18f,6465022.853948
0xa8d7a2395c7c192d16f265a6aa7ea825fa0368c2,6457380.343551
0x03ef8f736498047c3349bb2c18311d1bb4a79054,6452408.9373
0xe5cb9fa3ca4cbc91f1d3a8ddb99789b6720ff877,6429744.74701
0x9751cec58be43e0e27d57ba49ac3d68ec269a97e,6425000.072096
0xaaad99cdde5d5fa44779b41bbda1830c8606b37d,6409005.777616
0xb190075e8027cc2df5d3b7749e4548fa8e56fa18,6386522.387925
0x8df6b6588cc026a4f5bfeeb786e611911c0263cf,6377166.775073
0x6f75933074ef9774c6c5e309a6261c10b5dca75d,6362916.93779
0x77eeda199553e33b246e4b4666849b9ad0972902,6362806.810534
0x62adeb9ae6a4b53bd874334538e73ea4493b5f3b,6362138.079317
0xbd334a55db91617545e8d1b09941e036ad8e4200,6334659.258985
0x430f059967cf75000445b1d848c6e02e9d70b863,6334403.509958
0x937ddc1f7a4c1e8b18fe802e6b4b7268953adfda,6329692.081562
0xc2dd194fa4db45f340070d860dee18a97d86ba03,6302449.781033
0xa87a233e8a7d8951ff790a2e39738086cb5f71b7,6251106.598769
0xc36af149b64a41aab6c26ea6b71c37082d9e105b,6240782.92027
0x1bbfb3a33600338d5a948618189649a4588d5fc4,6205525.619879
0xa82fe73bbd768bc15d1ef2f6142a21ff8bd762ad,6191330.15263
0x5d2f4460ac3514ada79f5d9838916e508ab39bb7,6188529.624
0x80f0cd23da5bf3a0101110cfd0f89c8a69a1384d,6178843.687484
0x5c5b7d10bffdeb76059f02d42b642a20f5d671a7,6158999.934804
0xe2f86feccb1207710a442bc4e27a0701a290275a,6150661.306797
0xc3704b5ec0f8b3015276b773b8f68ca66776df51,6143451.714462
0x795cfd1b03eafc11c4ec958b8a94cfc9aa64a242,6132089.078354
0x6c28a1cf2e34376ddb7dbec255fc1ee4c2723d33,6130552.627506
0xaaabec90c8c4c90abb0ecb0c31377e7dd2ad8052,6094728.233316
0xc2623322713c834197d899549d9ec6cd0658ab3b,6071168.232842
0xe12532a4cea82aac737a91b80be82d33eadb4c2b,6061240.948569
0x0748e296e5a350ec36c8487a1cea406e1b57d4b2,6059943.229901
0x6888e153ccf88d9e98dc24e1e9c3b99a58558fad,6058013.126941
0xa445a0a15b1d50fa0c4bfe6796d9447e0da5329d,6044085.912471
0x3eb6bed67d046fbffb8ada21167e592f3fef5470,6021310.235481
0x5ac99df645f3414876c816caa18b2d234024b487,6005459.899172
0x3f0fb61b79ceea17dcf7a7f38446485c2fc10ed1,5977245.897504
0x939f95036d2e7b6d7419ec072bf9d967352204d2,5971678.30113
0xdf35aee8ef5658686142acd1e5ab5dbcdf8c51e8,5959994.936473
0x50a4d39bc020be2c86954eec2670541d300f8168,5957073.175551
0x0883d12b00e5c7462fa053795b2e32281e8b12f7,5913521.803269
0x009e793ca7827566d909834d38eba03a5b56637d,5899974.047013
0x7e60b2ffabe338e43e915146beab5decc1596ed0,5892375.471014
0xaaf0d4687570f22648f5c175f34a75105b383db0,5882925.113244
0x222de73edd06b3fec52c66dd29d8aef44d4f3a4a,5880540.444908
0x4e9f4b18dfd554f1286e062868977ccc2308f777,5865997.459114
0x218a65e21eddeece7a9df38c6bbdd89f692b7da2,5851433.626309
0xa3ac65b5b8bd87a8b45d004e9c7074381ed12649,5836500.0
0xd9b0a1568c93cea0ab03f1d3597ab1becaba400e,5812145.268727
0x75dacaf3c87ffa170aaf0482af68086e091ccdaa,5788825.35029
0x280e93b4d5e7dc852332a41e93c3329052d40e8f,5786923.654923
0xdc67ed43d4e81dc9a315cd61f897df69f37a6734,5786604.896344
0x9ad934125613ba0eb4307cd6bda9ad3f0919196f,5771003.357517
0x1e771e1b95c86491299d6e2a5c3b3842d03b552e,5769628.708186
0xa31441e058492bc7cfffda9aa7623c407ae83a81,5760179.762794
0x6ea367fc3d73ea72341bb0dd1222f5ba99f55eee,5759531.515884
0x299bbfb54b0550937568258887bc1cea2de14c4c,5740748.479454
0x92ae4209e3a5760903aff0c423312392eb3f86a8,5722248.672252
0xd769dae10e32d33fb99e7378d9bba944efe7577c,5717457.346641
0xb962ab62df13e83ff21d96be2004fcaf1edcc7bf,5716660.242259
0xcd0673721a489b1cea0e2580fa304bcb6cca3186,5713847.033106
0x792b6b15f9420c4aa0c0c3fbd0f0c43a453ae3d4,5700275.477166
0xbd1ea540f5192d75af91a1c94f473cc24da662d5,5688333.428719999
0x2a618f4f3f089c873af8cb674db2e43ae123d1cc,5682397.916218
0xd18d7ec1c12b8a88f1cc3c7d7b7f4af6f8a94e4a,5679752.73
0xc74ca1345cf8672f1c63da5a1fcfc95a8ea49dc5,5667121.139917
0x92cc73d4886e903c46c0d7a297bf2e7f1ef3249d,5652791.565057
0x2873e8dd873ae23c408d6dd6156c279ba9b36645,5643681.222642
0xd7b19f8aaf5c9619bd5141945a73d2ca74984451,5626740.93239
0x0bb4b54b2b50a66755b5014367e21541c073041b,5623590.068672
0x1e6db0fdf1a0f6edb78753184eb0fe5485c2eef2,5617029.303149
0xdd9f7f2ad376eab80cf1b59856c3b5df12a9039e,5613543.934089
0x9fd23f98fc7f377ca72141575a6c31a63495f6c3,5594609.934321
0x60b081bd8ee2b0e5a2b8f17503322cf7ee7a991e,5593391.446425
0xa0b7020185b97f496f523c3f769eebcffcc56165,5587833.800733
0x72774e2fe1992d5da8c6e9cef73fd2ab980c0b98,5546144.53598
0x6de826934315dec6bfba7a20be881d76d4f76e4c,5541706.500679
0x005844b2ffb2e122cf4244be7dbcb4f84924907c,5510648.891685
0xaac091f502a773498fb9336f41500fd13098245b,5498190.169607
0xc6546bfc41e001ac376992a07cdb1d04556cd4c3,5493219.35582
0x4ff9b58ed112bf3df108d1d62bd95e7352ef38d3,5486364.13957
0xe02e420ec55b4e03924d77c7b342c012541ba2d3,5460631.074489
0x6884b4e1520a6f8ee9717da74c9c26b547f3c914,5449963.183773
0x01b1e5cd7c89934396fd41efb2b55dcd9ec89f0b,5446294.421019
0xed5111e8ec18c084b744d002c8d07b77e6ea99b1,5440654.238185
0x08c14b32c8a48894e4b933090ebcc9ce33b21135,5426234.657802
0x61507d65380391b6dccfd968da8c409fe0d29b6d,5422315.380413
0x9dd013a324f3088dc8c41bc06700176a4203fe9e,5416390.655924
0xbdb972d68278f34cbffb3dd522e80e3389a84576,5391464.276205
0xe666329b68561a3f3419bfeee125e22c240bf118,5383517.59881
0x80fb5880f38185661962e475ac1557817dc9faea,5372766.358515
0x8c18976ab33e10e1b87b8ade1a679311cfe67f43,5319124.886463
0xac6f5349131fd65c76b6901cdbab53de405e2966,5316633.003103
0x0fd6f65d35cf13ae51795036d0ae9af42f3cbcb4,5314325.70227
0x610b8dd6b392d010c2b6ad8d121dfc09524cb613,5309164.216974
0x901234a3bd6e728fafffa6b405ae9c729c62fbb1,5298382.932387
0xb33b01c9821a99d3d4ec14b1c9a2197524b9af97,5297516.828347
0x3c83dbcda8d9fbefb75181f40d51205648defc7d,5297126.371159
0x747932275df815ae819944e57ebb5b3e115ad68b,5295964.737788
0xab09b1f92211e828081200fe0390c3d422dbe403,5286029.551491
0x4fe1b11b9eb2c9b7c09d2aca403da18eb9792548,5281454.0950569995
0xbb10bda01f56b1604f2f024f2d18fcaf5d2b20b0,5272441.080492
0xd21d931890d27b6e7e2e668f27931e17698e90f1,5266626.1591
0x381fe486d87c7f2633c777f1b5be3105a2a51744,5264480.114362
0xd97b97f0a2d28314eebb5ef85aceccbce607fa9c,5243863.560949
0xb7761df52613fb5e8f835bf09aedcc4a9f03297e,5237245.161006
0xb3e475368ed0fa0ad23c04de0423d48a0758806f,5234996.036399
0xc7bfd896cc6a8bf1d09486dd08f590691b20c2ff,5227160.929855
0xc619b01f1a4f894c5e83338c42f98dcb82b710f5,5225509.960999
0x5647249079e257329ecb6f46ed41821d3c69e7de,5212128.755525
0x235bbd48cb69a8414b6117b36776999b608b51d1,5210904.936813
0xbfc79c444c41a74516bf31237ebf586a231480b4,5209017.15068
0xcafe9392d902f6f517b1573371923ebf7ffa7b3b,5201466.691336
0xcf90cfecf74e631feea816d02e757c0c8e895c0e,5195601.891481
0xb0026ca48937bd18c5941c05decab68b0fcced8a,5191896.992799
0x764560de8481e896983600aecc37f59a4ebb3a1b,5187072.924146
0x057e4ef25b051110f91102d71ae9fecb2e913220,5183344.617454
0x8c830d21e41ad688dbf1727ae4425573849daf41,5179514.302042
0x960f7ab9df953dd595137441d231f5c53a567880,5169166.24508
0x13f74e8c9f885a6968c6e3a101cf09d5f040f9ab,5163345.413156
0x7c4b71c1d8a11ed426f301c372a72e06f528e00b,5140030.03962
0xdae84fffb8090d2c4bbcac8e161e0034f3602d20,5120959.844623
0x80bb41f7e74cf6d38107871a5f72d218f66b8ae5,5117760.034832
0x16adf15ab9ad07fd40b173fd5385aff8c943cc6d,5117757.605402
0xdc995178bb7dfe5c2c4e926fb4da863ec01f0ddd,5116553.977095
0xe8ae60594af0dbd565e32526548f7dc6e6f7cbdc,5113221.95353
0x3bb26e0927a81ab3df5bd69598b9b4adc7786d95,5108998.091364
0x6d761c723b154a2b1bf0b841d1c95212c93a662b,5107071.7824
0x81196517de1d77ebc8a1951c3ea1a103e732479c,5102626.263812999
0x69906b0ed626ca01a4b7c001e5711e5714ccf207,5101398.949717
0x133b957909170b1fb32e3c4a0bd0ce1920a3bca6,5098509.8869
0xf10a13e0baaf40f6ccb1195858320258404ccd5e,5095898.856366
0xd7947235dfd2aebbd40cb0351484c5952456e995,5094004.489442
0xe8afe06775c266018804744ce71b20b024eee34b,5090777.927059
0x0c684f333a7e120bce61383da670bbb0157e82d0,5084921.684774
0x1043efcd9ab587605c6587deeb5d69fb39fe4cc6,5078433.44364
0x1aac9f8452b29f6254c06b47f0ee10233abe2455,5056300.254398
0x558072bed86151b5f992144785e4c4f8059f9c55,5051481.282548
0xdf25fbb80ade63b6e94ed1139cc28dea429133eb,5040179.683594
0x8414017d3c6c11a100ea951678f590e4ee8b9bfe,5031265.9
0x5faed49291db46f90e9af7331e41046e65776e5f,5021589.274862001
0x67f2d1e12bcd20f07e14f716bf5453e91cf42318,5019668.201684
0x0a776abbaae0e2161d0e131f57e605efbea4b99b,5007192.522139001
0xf7772737dd6e90bfbfd6b1f966a0021452cea894,5006191.922296
0x639889602c832960f63da5dafdb5efb56f7fdf30,5002237.436692
